"","UNITID","C150_4_WHITE","C150_4_ASIAN","C150_4_BLACK","C150_4_HISP","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","COMPL_RPY_3YR_RT","COMPL_RPY_5YR_RT","COMPL_RPY_7YR_RT","ADM_RATE","RET_FT4","NPT4_PRIV","NPT4_PUB","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","MD_EARN_WNE_P6","MD_EARN_WNE_P8"
"6451",458982,NA,NA,NA,NA,0.2804,0.1234,0.014,0.5047,"0.7742316785","0.7619047619","0.8047882136",NA,0.4324,25421,NA,"12997.5",0.6278,"32600","26400","29200"
"6452",458991,NA,NA,NA,NA,0.8902,0.0058,0.0231,0.0289,"0.7034050179","0.7246376812","0.8242811502",NA,0,18756,NA,"15168",0.7429,"29100","26100","26600"
"6453",459000,NA,NA,NA,NA,0.0133,0.9267,0,0,"0.6228813559","0.6646706587","0.6666666667",NA,NA,12926,NA,"8327",0.8782,"19900","18000","19000"
"6454",459019,NA,NA,NA,NA,0.0323,0.9113,0.0081,0.0161,"0.5603532875","0.5335648148","0.637254902",NA,NA,11897,NA,"7752",0.8404,"16900","16500","16900"
"6455",459037,NA,NA,NA,NA,0.0071,0.5143,0,0.0214,"0.6494845361","0.6587301587","0.68",NA,NA,12253,NA,"7350",0.8277,"16400","16500","17200"
"6456",459046,NA,NA,NA,NA,0.2193,0.6842,0,0.0263,"0.6494845361","0.6587301587","0.68",NA,NA,12743,NA,"7350",0.8254,"19400","16700","18900"
"6457",459055,NA,NA,NA,NA,0.3289,0.4605,0,0.1974,"0.453038674","0.5247933884","0.6106870229",NA,NA,12479,NA,"7899",0.5484,"19500","16100","22600"
"6458",459064,NA,NA,NA,NA,0.2018,0.7064,0.0183,0.0734,"0.5761772853","0.512295082","0.630952381",NA,NA,13744,NA,"6961.5",0.827,"17300","17300","18000"
"6459",459073,NA,NA,NA,NA,0.0179,0.875,0,0,"0.3600973236","0.4489795918","0.5913978495",NA,NA,12839,NA,"8100",0.8545,"23700","23400","25300"
"6460",459082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"6461",459091,NA,NA,NA,NA,0.752,0.032,0.016,0.096,"0.711751663","0.6976047904","0.7513513514",NA,0.7778,19691,NA,"12833",0.649,"25500","24000","24500"
"6462",459107,NA,NA,NA,NA,0.1173,0.8192,0,0.025,"0.4827735645","0.5113596645","0.615212528",NA,0,15318,NA,"9500",0.8534,"22400","20500","21500"
"6463",459116,NA,NA,NA,NA,0.4126,0.0699,0.007,0.4825,"0.7272727273",NA,NA,NA,NA,16646,NA,"10556",0.5551,NA,NA,NA
"6464",459125,NA,NA,NA,NA,0.7027,0,0,0.2432,"PrivacySuppressed",NA,NA,NA,NA,8582,NA,"7011",0.72,NA,NA,NA
"6465",459134,NA,NA,NA,NA,0.0294,0.6176,0.0882,0.2647,"PrivacySuppressed",NA,NA,NA,NA,13818,NA,"4866.5",0.7188,NA,NA,NA
"6466",459143,NA,NA,NA,NA,0.8039,0.0196,0.0196,0.1569,"PrivacySuppressed",NA,NA,NA,NA,17496,NA,"23000",0.3418,NA,NA,NA
"6467",459152,NA,NA,NA,NA,0.0172,0.1897,0.3448,0.431,"PrivacySuppressed",NA,NA,NA,NA,17927,NA,"17082",0.4183,NA,NA,NA
"6468",459161,NA,NA,NA,NA,0.0065,0.3203,0.5425,0.1111,"PrivacySuppressed",NA,NA,NA,NA,19275,NA,"12784",0.3101,NA,NA,NA
"6469",459170,NA,NA,NA,NA,0.1778,0.1111,0.0444,0.2556,"0.68",NA,NA,NA,NA,8323,NA,"9316",0.7818,NA,NA,NA
"6470",459189,NA,NA,NA,NA,0.2222,0.037,0.0864,0.642,"0.6052631579",NA,NA,NA,NA,8503,NA,"6805",0.5396,NA,NA,NA
"6471",459198,NA,NA,NA,NA,0.4026,0.0433,0.0303,0.4762,"0.7037037037",NA,NA,NA,NA,13212,NA,"10556",0.6531,NA,NA,NA
"6472",459204,1,0.95,0.875,0.9677,0.1386,0.0423,0.2989,0.1544,"0.9234234234",NA,NA,NA,NA,25849,NA,"9500",0.5194,NA,NA,NA
"6473",459213,NA,NA,NA,NA,0.236,0.1203,0.2806,0.2405,"0.7620578778",NA,NA,NA,NA,23867,NA,"16943",0.5016,NA,NA,NA
"6474",459222,NA,NA,NA,NA,0,0,0.4561,0,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"6475",459231,NA,NA,NA,NA,0.448,0.1222,0.0633,0.2036,"0.8108108108",NA,NA,NA,NA,15261,NA,"10556",0.5654,NA,NA,NA
"6476",459259,NA,NA,NA,NA,0.3429,0.5203,0.0331,0.0571,"0.6391375102","0.6945606695","0.7522255193",NA,0.4118,23521,NA,"9500",0.5903,"28800","31300","31200"
"6477",459268,NA,NA,NA,NA,0.3425,0.4655,0.0552,0.0884,"0.6391375102","0.6945606695","0.7522255193",NA,0.4615,24750,NA,"9500",0.638,"28800","31300","31200"
"6478",459277,NA,NA,NA,NA,0.6955,0.0295,0.0205,0.1841,"0.7956989247","PrivacySuppressed",NA,NA,NA,9931,NA,"12000",0.3367,NA,NA,NA
"6479",459286,NA,NA,NA,NA,0.6805,0.0996,0.0041,0.1577,"0.6923076923",NA,NA,NA,NA,15810,NA,"8369",0.5913,NA,NA,NA
"6480",459295,NA,NA,NA,NA,0.6964,0.0893,0,0.1786,"PrivacySuppressed",NA,NA,NA,NA,14388,NA,"12000",0.3548,NA,NA,NA
"6481",459301,NA,NA,NA,NA,0.5857,0.3,0.0143,0.0714,"0.5740740741",NA,NA,NA,NA,13409,NA,"9833",0.5751,NA,NA,NA
"6482",459310,NA,NA,NA,NA,0,0.0263,0,0.9737,NA,NA,NA,NA,NA,5527,NA,"PrivacySuppressed",1,NA,NA,NA
"6483",459329,NA,NA,NA,NA,0.7341,0.0636,0.0116,0.0636,NA,NA,NA,NA,NA,NA,6151,"PrivacySuppressed",0.4824,NA,NA,NA
"6484",459338,NA,NA,NA,NA,0,0,0,1,"PrivacySuppressed",NA,NA,NA,NA,10855,NA,"PrivacySuppressed",0.939,NA,NA,NA
"6485",459347,NA,NA,NA,NA,0.6296,0.1481,0,0.2222,"0.4782608696",NA,NA,NA,NA,11051,NA,"12231",0.587,NA,NA,NA
"6486",459356,NA,NA,NA,NA,0.3647,0.0941,0.1059,0.2471,"PrivacySuppressed",NA,NA,NA,NA,18199,NA,"9315.5",0.2534,NA,NA,NA
"6487",459365,NA,NA,NA,NA,0.9231,0,0,0.0385,"PrivacySuppressed",NA,NA,NA,NA,13962,NA,"9764.5",0.4796,NA,NA,NA
"6488",459374,NA,NA,NA,NA,0.375,0.3816,0.0263,0.2105,"PrivacySuppressed",NA,NA,NA,NA,11361,NA,"7917",0.8447,NA,NA,NA
"6489",459392,NA,NA,NA,NA,0.9462,0.043,0.0108,0,"0.6833333333",NA,NA,NA,NA,11096,NA,"8643.5",0.2236,NA,NA,NA
"6490",459408,NA,NA,NA,NA,0.7538,0.1538,0.0154,0,NA,NA,NA,NA,NA,NA,10207,"PrivacySuppressed",0.1964,NA,NA,NA
"6491",459417,NA,NA,NA,NA,0.8333,0.0417,0.0208,0.0313,"PrivacySuppressed",NA,NA,0.7719,0.9444,18297,NA,"10697",0.5057,NA,NA,NA
"6492",459426,NA,NA,NA,NA,0.8652,0.0225,0.0225,0.0674,"PrivacySuppressed",NA,NA,NA,NA,13324,NA,"9500",0.6412,NA,NA,NA
"6493",459435,NA,NA,NA,NA,0.7,0.15,0,0.05,NA,NA,NA,NA,NA,4771,NA,"PrivacySuppressed",0.5185,NA,NA,NA
"6494",459444,NA,NA,NA,NA,0.1064,0.5532,0,0.3404,"PrivacySuppressed",NA,NA,NA,NA,17368,NA,"5950",0.9333,NA,NA,NA
"6495",459453,NA,NA,NA,NA,0.5278,0.2778,0.0093,0.0833,"PrivacySuppressed",NA,NA,NA,NA,16383,NA,"7667",0.5049,NA,NA,NA
"6496",459462,NA,NA,NA,NA,0.3223,0.2645,0.0331,0.3058,"0.7023809524",NA,NA,NA,NA,36248,NA,"5500",0.4686,NA,NA,NA
"6497",459471,NA,NA,NA,NA,1,0,0,0,"PrivacySuppressed",NA,NA,NA,NA,16353,NA,"9500",0.6923,NA,NA,NA
"6498",459480,NA,NA,NA,NA,0.8462,0,0.0385,0.0769,"PrivacySuppressed",NA,NA,NA,NA,8927,NA,"9500",0.8049,NA,NA,NA
"6499",459499,NA,NA,NA,NA,0.9565,0.0435,0,0,"PrivacySuppressed",NA,NA,NA,NA,17301,NA,"7600",0.6207,NA,NA,NA
"6500",459514,NA,NA,NA,NA,0.1176,0.7647,0,0.1059,"PrivacySuppressed",NA,NA,NA,NA,14058,NA,"8389",0.8644,NA,NA,NA
"6501",459523,NA,NA,NA,NA,0,0.0333,0.9333,0.0333,NA,NA,NA,NA,NA,8816,NA,"PrivacySuppressed",0.7857,NA,NA,NA
"6502",459532,NA,NA,NA,NA,0,0,0,1,"0.3714285714",NA,NA,NA,NA,15775,NA,"9833",0.5817,NA,NA,NA
"6503",459541,NA,NA,NA,NA,0.9189,0,0,0.027,"PrivacySuppressed",NA,NA,NA,NA,9409,NA,"9321",0.9286,NA,NA,NA
"6504",459550,NA,NA,NA,NA,0.7407,0.0296,0.0222,0.0519,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,12436,NA,"11961",0.465,NA,NA,NA
"6505",459569,NA,NA,NA,NA,1,0,0,0,"PrivacySuppressed",NA,NA,NA,NA,13703,NA,"6861",0.5143,NA,NA,NA
"6506",459578,NA,NA,NA,NA,0.6387,0.129,0,0.071,"PrivacySuppressed",NA,NA,NA,NA,12930,NA,"12000",0.5459,NA,NA,NA
"6507",459587,NA,NA,NA,NA,0.3763,0.4237,0,0.1158,"0.5437992413","0.5898148148","0.7255813953",0.7563,NA,23252,NA,"13566",0.7423,"38800","29300","33900"
"6508",459596,NA,NA,NA,NA,0.2937,0.6329,0.0025,0.0228,"0.5437992413","0.5898148148","0.7255813953",0.6524,NA,24037,NA,"13566",0.8207,"38800","29300","33900"
"6509",459602,NA,NA,NA,NA,0.587,0.3391,0.013,0.0087,"0.5437992413","0.5898148148","0.7255813953",0.6462,NA,24041,NA,"13566",0.852,"38800","29300","33900"
"6510",459611,NA,NA,NA,NA,0.687,0.2519,0.0153,0.0076,"0.5437992413","0.5898148148","0.7255813953",0.7456,NA,23594,NA,"13566",0.8434,"38800","29300","33900"
"6511",459620,NA,NA,NA,NA,1,0,0,0,"0.5437992413","0.5898148148","0.7255813953",NA,NA,NA,NA,"13566",0.5676,"38800","29300","33900"
"6512",459639,NA,NA,NA,NA,0.3274,0.0852,0.0561,0.4305,"0.5437992413","0.5898148148","0.7255813953",0.9459,NA,22625,NA,"13566",0.7557,"38800","29300","33900"
"6513",459648,NA,NA,NA,NA,0.8595,0.0826,0.0083,0.0083,"0.5437992413","0.5898148148","0.7255813953",1,NA,25271,NA,"13566",0.8633,"38800","29300","33900"
"6514",459657,NA,NA,NA,NA,0.1065,0.673,0.0038,0.1939,"0.5437992413","0.5898148148","0.7255813953",0.9774,NA,24000,NA,"13566",0.8075,"38800","29300","33900"
"6515",459666,NA,NA,NA,NA,0.2963,0.6296,0.0074,0.0259,"0.5437992413","0.5898148148","0.7255813953",0.9773,NA,24106,NA,"13566",0.8302,"38800","29300","33900"
"6516",459675,NA,NA,NA,NA,0.4805,0.2294,0.0216,0.1429,"0.5437992413","0.5898148148","0.7255813953",0.9279,NA,24090,NA,"13566",0.664,"38800","29300","33900"
"6517",459684,NA,NA,NA,NA,0,0,0,1,"0.5437992413","0.5898148148","0.7255813953",NA,NA,NA,NA,"13566",0.7973,"38800","29300","33900"
"6518",459693,NA,NA,NA,NA,0.0737,0.3109,0.0481,0.4776,"0.5437992413","0.5898148148","0.7255813953",0.8725,NA,22079,NA,"13566",0.815,"38800","29300","33900"
"6519",459709,NA,NA,NA,NA,0.244,0.619,0.0149,0.0327,"0.5437992413","0.5898148148","0.7255813953",0.9733,NA,23847,NA,"13566",0.8539,"38800","29300","33900"
"6520",459718,NA,NA,NA,NA,0.288,0.2899,0.073,0.2249,"0.5437992413","0.5898148148","0.7255813953",0.9708,NA,22902,NA,"13566",0.7399,"38800","29300","33900"
"6521",459727,NA,NA,NA,NA,0.6121,0.0841,0.0327,0.1028,"PrivacySuppressed",NA,NA,0.3385,0.6667,11988,NA,"5500",0.3356,NA,NA,NA
"6522",459736,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA,NA,NA,"12500",NA,NA,NA,NA
"6523",459745,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"6524",459824,NA,NA,NA,NA,0.5161,0,0.3548,0,"PrivacySuppressed",NA,NA,NA,NA,NA,NA,"12500",0,NA,NA,NA
"6525",459833,NA,NA,NA,NA,0.125,0.75,0,0,"0.3898514851","0.3413173653","0.4135802469",NA,NA,19594,NA,"13724",0.9091,"23000","17600","23200"
"6526",459842,NA,NA,NA,NA,0.6483,0.1655,0.0184,0.1195,"0.6854599407","0.7536","0.8244897959",1,0.25,17701,NA,"10628",0.7377,"42300","28600","34100"
"6527",459851,NA,NA,NA,NA,0.6265,0.1667,0.0154,0.0525,"0.6854599407","0.7536","0.8244897959",1,0.4444,19392,NA,"10628",0.622,"42300","28600","34100"
"6528",459930,NA,NA,NA,NA,0.165,0.0162,0.0162,0.1855,"0.6290322581","0.672611465","0.8173690932",NA,NA,16551,NA,"9500",0.876,"37500","26000","31000"
"6529",459958,NA,NA,NA,NA,0.0676,0.4529,0.0088,0.3676,"0.4592833876","0.4172366621","0.5590277778",NA,NA,21702,NA,"9500",0.6178,"PrivacySuppressed","23300","24700"
"6530",459967,NA,NA,NA,NA,0.0121,0,0,0.9779,"0.4417910448","0.33125","0.3665594855",NA,NA,22401,NA,"8502",0.867,"19800","16400","19100"
"6531",459985,NA,NA,NA,NA,0.019,0,0,0.9783,"0.4417910448","0.33125","0.3665594855",NA,NA,21431,NA,"8502",0.8644,"19800","16400","19100"
"6532",459994,0.1,NA,0,0,0.4452,0.3959,0.0102,0.0639,"0.6622855057","0.7155700858","0.8349178911",NA,0.75,29712,NA,"9500",0.4442,"49200","36500","43300"
"6533",460002,NA,NA,NA,NA,0.0109,0.9891,0,0,"0.1549295775","PrivacySuppressed","PrivacySuppressed",NA,NA,20302,NA,"8525",0.307,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6534",460011,NA,NA,NA,NA,0.4596,0.5342,0.0062,0,"0.5576923077","0.3896103896","PrivacySuppressed",NA,NA,11771,NA,"8003",0.8257,"PrivacySuppressed","14300","16800"
"6535",460020,NA,NA,NA,NA,0.1739,0.775,0.0038,0.0284,"0.5","0.5040615648","0.5153181461",NA,NA,14032,NA,"10157.5",0.8195,"26900","23300","25100"
"6536",460039,NA,NA,NA,NA,0.3312,0.0665,0.0091,0.4263,"0.4847396768","0.6222826087","0.7690217391",NA,0.5,19240,NA,"12004.5",0.8244,"27400","27700","27200"
"6537",460048,NA,NA,NA,NA,0.5377,0.4048,0.0079,0.0139,"0.4847396768","0.6222826087","0.7690217391",NA,NA,17717,NA,"12004.5",0.7634,"27400","27700","27200"
"6538",460057,NA,NA,NA,NA,1,0,0,0,"PrivacySuppressed",NA,NA,NA,NA,10678,NA,"9833",0.7083,NA,NA,NA
"6539",460066,NA,NA,NA,NA,0.8333,0,0.0119,0.0714,"0.7738693467","0.7313432836","PrivacySuppressed",NA,NA,19092,NA,"11474",0.5259,"PrivacySuppressed","17900","18400"
"6540",460075,NA,NA,NA,NA,0.0102,0.0204,0.0408,0,NA,NA,NA,NA,1,20504,NA,"PrivacySuppressed",0.0926,NA,NA,NA
"6541",460093,NA,NA,NA,NA,0.8481,0.1013,0,0.019,"0.5172786177","0.5254865616","0.6173361522",NA,NA,19206,NA,"9500",0.6677,"23200","21800","22300"
"6542",460109,NA,NA,NA,NA,0.5698,0.2458,0.0056,0.1341,"0.5140905209","0.4843962008","0.4134897361",NA,NA,18479,NA,"9500",0.7417,"24000","18000","22100"
"6543",460118,NA,NA,NA,NA,0.6524,0.2744,0,0.0305,"0.5040892193","0.5073041169","0.5450819672",NA,NA,17813,NA,"9500",0.7987,"22600","21900","21300"
"6544",460127,NA,NA,NA,NA,0.6889,0.2296,0.0074,0.037,"0.4738722644","0.4226415094","0.4701986755",NA,NA,18072,NA,"9500",0.5761,"20200","19300","19500"
"6545",460136,NA,NA,NA,NA,0.2226,0.1581,0.0785,0.4864,"0.6708860759","0.6419257773","0.6705101328",NA,NA,14669,NA,"8445",0.5121,"28200","25000","25900"
"6546",460145,NA,NA,NA,NA,0.2539,0.5508,0,0.1602,"0.6394052045","0.7358490566","0.7341040462",NA,NA,19648,NA,"9500",0.6947,"31600","25900","29300"
"6547",460181,NA,NA,NA,NA,0.2252,0.418,0.0432,0.2288,"0.6622516556","0.6201171875","0.638961039",1,NA,21058,NA,"9500",0.3532,"28700","28600","26800"
"6548",460190,NA,NA,NA,NA,0.2248,0.3532,0.0206,0.3119,"0.5109004739","0.4099378882","0.4323640961",1,NA,21381,NA,"9500",0.4164,"20100","17200","19400"
"6549",460206,NA,NA,NA,NA,0.1718,0.0932,0.0165,0.6636,"0.4823625923","0.3956386293","0.4921090387",1,NA,21164,NA,"9500",0.406,"22100","20000","23200"
"6550",460215,NA,NA,NA,NA,0.24,0.0267,0.0107,0.0347,"0.3828074694","0.4286320255","0.5004659832",NA,NA,17933,NA,"11108",0.6045,"25300","20100","22000"
"6551",460349,NA,NA,NA,NA,0.5804,0.1748,0.028,0.0979,"0.9170053476","0.8825872979","0.8983572895",NA,NA,NA,NA,"19000",0.5169,"35300","29100","33200"
"6552",460358,NA,NA,NA,NA,0.2306,0.3062,0.0097,0.405,"0.4048606995","0.4052132701","0.5532786885",NA,NA,20446,NA,"9500",0.7794,"24400","19600","21700"
"6553",460367,NA,NA,NA,NA,0.1171,0.018,0.0571,0.6727,"0.4048606995","0.4052132701","0.5532786885",NA,NA,24280,NA,"9500",0.7326,"24400","19600","21700"
"6554",460394,NA,NA,NA,NA,0.1673,0.1313,0.06,0.5813,"PrivacySuppressed",NA,NA,NA,NA,NA,6382,"4500",0.2887,NA,NA,NA
"6555",460446,NA,NA,NA,NA,0.0879,0.5055,0.011,0.3791,"0.5988372093","0.5862068966","0.625",NA,NA,16601,NA,"7481.5",0.6,"16700","15500","15200"
"6556",460455,NA,NA,NA,NA,0.7561,0.1829,0,0.061,"0.9064748201",NA,NA,NA,NA,21029,NA,"8769",0.5135,NA,NA,NA
"6557",460464,NA,NA,NA,NA,0.2449,0.061,0.0826,0.5575,"PrivacySuppressed",NA,NA,NA,NA,NA,5894,"4750",0.2167,NA,NA,NA
"6558",460473,NA,NA,NA,NA,0,1,0,0,"0.359030837","0.399380805","0.5789473684",NA,NA,NA,NA,"14147",0.7333,"22100","16600","20000"
"6559",460482,NA,NA,NA,NA,0.4203,0.3961,0.0097,0.1063,"0.4292055038","0.4422043011","0.5396825397",NA,NA,24887,NA,"9500",0.9234,"22000","18400","19500"
"6560",460516,NA,NA,NA,NA,0.1818,0.0341,0.017,0.7216,"0.3750802826","0.3780645161","0.5",NA,NA,14570,NA,"8500",0.743,"18900","14700","16000"
"6561",460525,NA,NA,NA,NA,0.519,0.0127,0,0.443,"0.4608626198","0.4884792627","0.5460674157",NA,NA,22425,NA,"8971",0.5597,"15100","15700","17200"
"6562",460534,NA,NA,NA,NA,0.0488,0.061,0.0049,0.8707,"0.3750802826","0.3780645161","0.5",NA,NA,16035,NA,"8500",0.7631,"18900","14700","16000"
"6563",460543,NA,NA,NA,NA,0.462,0.1031,0.019,0.3251,"0.7066699727","0.710565256","0.7993166287",NA,NA,18207,NA,"12813",0.5065,"41500","35200","39600"
"6564",460552,NA,NA,NA,NA,0.5902,0.0984,0.0656,0.2295,"0.8901098901","PrivacySuppressed",NA,NA,NA,17540,NA,"9500",0.2876,NA,NA,NA
"6565",460561,NA,NA,NA,NA,0.8333,0.0167,0,0,"PrivacySuppressed",NA,NA,NA,NA,7646,NA,"6333",0.5663,NA,NA,NA
"6566",460570,NA,NA,NA,NA,0.8444,0.0593,0.0074,0.0741,"0.5616438356","0.5571007164","0.6241418764",NA,NA,28097,NA,"7927",0.5881,"28900","22200","24700"
"6567",460589,NA,NA,NA,NA,0.5556,0.1389,0.0111,0.1833,"0.5616438356","0.5571007164","0.6241418764",NA,NA,24771,NA,"7927",0.7196,"28900","22200","24700"
"6568",460598,NA,NA,NA,NA,0.0296,0.893,0.0039,0.0309,"0.4842547236","0.4546136534","0.5319516408",NA,NA,26433,NA,"7915",0.8485,"28000","19400","22700"
"6569",460613,NA,NA,NA,NA,0.1748,0.2188,0.0155,0.5743,"0.4847396768","0.6222826087","0.7690217391",NA,0.4286,19094,NA,"12004.5",0.8357,"27400","27700","27200"
"6570",460631,NA,NA,NA,NA,0.1026,0.4103,0,0.4359,"0.625","PrivacySuppressed",NA,NA,NA,20765,NA,"6333",0.9916,NA,NA,NA
"6571",460640,NA,NA,NA,NA,0.6338,0.1408,0.0141,0.1268,"0.8141025641","PrivacySuppressed","0.7857142857",NA,NA,20704,NA,"6861",0.8333,"PrivacySuppressed","19400","PrivacySuppressed"
"6572",460659,NA,NA,NA,NA,0.1923,0,0.0385,0.6923,"0.6264705882","0.4731182796","PrivacySuppressed",0.8065,NA,20146,NA,"9500",0.642,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6573",460677,NA,NA,NA,NA,0,0,0,1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,7880,NA,"PrivacySuppressed",0.9723,"15800","12100","14800"
"6574",460695,NA,NA,NA,NA,0.6311,0.0971,0.0097,0.165,"0.5830258303","0.5173501577","0.6063829787",NA,NA,18412,NA,"9500",0.755,"25200","20900","20400"
"6575",460701,NA,NA,NA,NA,0.399,0.4135,0,0.1875,"0.2192307692","0.3040540541","0.4513274336",NA,NA,11475,NA,"6333",0.7261,"PrivacySuppressed","15500","16300"
"6576",460710,NA,NA,NA,NA,0.6754,0.2618,0.0052,0.0105,"0.6909547739","0.6989247312","0.7111111111",NA,NA,13915,NA,"9833",0.5843,"PrivacySuppressed","18100","PrivacySuppressed"
"6577",460729,NA,NA,NA,NA,0.5263,0.2498,0.0182,0.1426,NA,NA,NA,NA,0.4286,14798,NA,"4761",0.4917,NA,NA,NA
"6578",460738,NA,NA,NA,NA,0.5461,0.0829,0.0459,0.0141,"PrivacySuppressed",NA,NA,NA,NA,NA,NA,"12985",0.0863,NA,NA,NA
"6579",460747,0.5641,0.5,0,0.4667,0.5949,0.0878,0.0142,0.136,NA,NA,NA,0.8994,NA,35275,NA,"9500",0.2047,NA,NA,NA
"6580",460756,NA,NA,NA,NA,0,0,0.3333,0,"PrivacySuppressed",NA,NA,NA,NA,15962,NA,"9500",0.7115,NA,NA,NA
"6581",460765,NA,NA,NA,NA,0.7231,0.0923,0,0.1692,NA,NA,NA,NA,NA,8381,NA,NA,0.5263,NA,NA,NA
"6582",460774,NA,NA,NA,NA,0.0798,0.8778,0.0034,0.0153,"0.3828074694","0.4286320255","0.5004659832",NA,NA,15636,NA,"11108",0.9092,"25300","20100","22000"
"6583",460783,NA,NA,NA,NA,0.3373,0.4353,0.0196,0.1451,"0.5219994014","0.405707196","0.4204379562",0.5929,0.6207,19940,NA,"9500",0.8128,"26200","18900","22000"
"6584",460808,NA,NA,NA,NA,0.9429,0,0,0.0571,"PrivacySuppressed",NA,NA,0.7097,NA,NA,13820,"6734",0.8222,NA,NA,NA
"6585",460817,NA,NA,NA,NA,0.5101,0.3206,0.006,0.0988,"0.4984984985","0.5332252836","0.661237785",NA,NA,21429,NA,"10122.5",0.5675,"19200","21600","21000"
"6586",460826,NA,NA,NA,NA,0.1824,0.7682,0.0043,0.0172,"0.5208507089","0.492137449","0.6128581412",NA,NA,18025,NA,"9501",0.8613,"22500","18700","20800"
"6587",460835,NA,NA,NA,NA,0.3955,0.5482,0.0016,0.0225,"0.4984984985","0.5332252836","0.661237785",NA,NA,17843,NA,"10122.5",0.9468,"19200","21600","21000"
"6588",460844,NA,NA,NA,NA,0.1016,0.8337,0.0023,0.0346,"0.3828074694","0.4286320255","0.5004659832",NA,NA,16343,NA,"11108",0.9231,"25300","20100","22000"
"6589",460853,NA,NA,NA,NA,0.3753,0.5375,0.0048,0.0533,"0.3828074694","0.4286320255","0.5004659832",NA,NA,15698,NA,"11108",0.9119,"25300","20100","22000"
"6590",460862,NA,NA,NA,NA,0.7175,0.0305,0.0139,0.0831,"0.8333333333",NA,NA,NA,NA,14211,NA,"12000",0.47,NA,NA,NA
"6591",460871,NA,NA,NA,NA,0.264,0.4518,0.1041,0.1091,"0.9159698997","0.5185185185","0.8214285714",0.3333,1,NA,NA,"18750",0.4533,"52600","61300","54000"
"6592",460899,0.4437,0.5385,0.2857,0.5616,0.6771,0.02,0.0086,0.2029,"0.4980842912","0.6361355082","0.7657213317",NA,0.3636,24247,NA,"9500",0.8254,"28500","24900","25500"
"6593",460905,NA,NA,NA,NA,0.5,0.4706,0.0147,0.0147,"0.625","0.7352941176","PrivacySuppressed",NA,NA,10944,NA,"9500",0.4706,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6594",460914,NA,NA,NA,NA,0.7957,0.0215,0.0108,0.1237,"PrivacySuppressed",NA,NA,NA,NA,15193,NA,"10529",0.4386,NA,NA,NA
"6595",460923,NA,NA,NA,NA,0.1278,0.7982,0.0022,0.0291,"0.3828074694","0.4286320255","0.5004659832",NA,NA,17417,NA,"11108",0.8655,"25300","20100","22000"
"6596",460932,NA,NA,NA,NA,0.8723,0.1064,0.0213,0,"PrivacySuppressed",NA,NA,NA,NA,16890,NA,"8747.5",0.4314,NA,NA,NA
"6597",460941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"6598",460950,NA,NA,NA,NA,0.7979,0.0851,0.0213,0.0426,"PrivacySuppressed",NA,NA,NA,NA,27587,NA,"6967",0.5372,NA,NA,NA
"6599",460969,NA,NA,NA,NA,0.0042,0.0126,0,0.9707,"PrivacySuppressed",NA,NA,NA,NA,20653,NA,"5797",0.7879,NA,NA,NA
"6600",460978,NA,NA,NA,NA,0.2766,0.4043,0.0213,0.234,"0.5404699739","0.5760368664","0.6086956522",NA,NA,17590,NA,"7428",0.7928,"19700","17700","19000"
"6601",460987,NA,NA,NA,NA,0.7632,0.1184,0,0.0263,"PrivacySuppressed",NA,NA,NA,NA,12390,NA,"9833",0.3097,NA,NA,NA
"6602",460996,NA,NA,NA,NA,0.8261,0.1594,0,0,"PrivacySuppressed",NA,NA,NA,NA,12344,NA,"7917",0.472,NA,NA,NA
"6603",461005,NA,NA,NA,NA,0.2308,0.2918,0.0398,0.4085,"0.5616438356","0.5571007164","0.6241418764",NA,0.5513,23422,NA,"7927",0.6853,"28900","22200","24700"
"6604",461014,NA,NA,NA,NA,0.0119,0.6339,0.0169,0.2576,"0.5554272517","0.4498886414","0.5730027548",NA,NA,12563,NA,"9500",0.7212,"23300","18800","19300"
"6605",461023,0.2,NA,NA,0,0.4376,0.0797,0.0134,0.048,"PrivacySuppressed",NA,NA,NA,0.5294,14077,NA,"10551.5",0.5161,NA,NA,NA
"6606",461032,NA,NA,NA,NA,0.3694,0.5135,0,0.0631,"PrivacySuppressed",NA,NA,NA,1,12378,NA,"9500",0.5398,NA,NA,NA
