"","UNITID","C150_4_WHITE","C150_4_ASIAN","C150_4_BLACK","C150_4_HISP","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","COMPL_RPY_3YR_RT","COMPL_RPY_5YR_RT","COMPL_RPY_7YR_RT","ADM_RATE","RET_FT4","NPT4_PRIV","NPT4_PUB","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","MD_EARN_WNE_P6","MD_EARN_WNE_P8"
"1612",163754,NA,NA,NA,NA,0.84,0.12,0,0.04,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,18068,NA,"7500",0.3361,"28000","22700","24500"
"1613",163815,NA,NA,NA,NA,0.6078,0.2843,0,0.1078,"0.447761194","PrivacySuppressed","0.568627451",NA,NA,12642,NA,"5500",0.6928,"21600","15800","21600"
"1614",163851,0.6801,0.6857,0.5304,0.575,0.725,0.1218,0.0253,0.0406,"0.9477329975","0.9433823529","0.9535452323",0.5469,0.8243,NA,16641,"15250",0.2115,"46200","37500","43200"
"1615",163912,0.8199,0.8235,0.7714,0.8182,0.7296,0.0815,0.0276,0.0725,"PrivacySuppressed","0.9472140762","PrivacySuppressed",0.7887,0.8538,NA,16881,"17217",0.193,"47700","34200","44500"
"1616",163921,0,NA,0.2462,NA,0.0349,0.8665,0.0046,0.0046,"0.5161290323","0.6105263158","0.6433566434",NA,0.0909,21103,NA,"18600",0.675,"33200","28400","30400"
"1617",163976,0.7317,0.75,NA,0.4286,0.7459,0.014,0.028,0.0746,"PrivacySuppressed","0.8469387755","PrivacySuppressed",0.8696,0.8607,29456,NA,"21000",0.246,"35200","26400","30500"
"1618",164058,NA,NA,NA,NA,0.0464,0.7088,0.0258,0.2036,"0.5059445178","0.4459644323","0.5800316957",NA,NA,21771,NA,"9500",0.6401,"37400","27700","29100"
"1619",164076,0.6983,0.6697,0.6678,0.6495,0.6335,0.1624,0.0494,0.0596,"0.9315923928","0.941991018","0.9495091164",0.5921,0.855,NA,16363,"15000",0.2552,"49200","39200","44700"
"1620",164085,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,NA,"PrivacySuppressed",NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1621",164100,NA,NA,NA,NA,0.6897,0.2069,0,0.1034,"0.093220339","0.3395061728","PrivacySuppressed",NA,NA,17220,NA,"10350",1,"16300","8300","13000"
"1622",164173,0.6829,0.3478,0.5169,0.5,0.5614,0.288,0.0299,0.0482,"0.9497282609","0.9602649007","0.9522776573",0.6231,0.7939,25956,NA,"19582",0.3155,"50300","37500","43100"
"1623",164216,0.7627,0.5,0.7083,0.5,0.7536,0.0334,0.0156,0.0362,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.5566,0.8481,30079,NA,"25106.5",0.1376,"44000","35000","42400"
"1624",164270,0.6812,0.8421,0.6207,0.7059,0.7289,0.1164,0.0346,0.0528,"0.9552845528","PrivacySuppressed","PrivacySuppressed",0.7613,0.8322,19802,NA,"21500",0.3162,"46500","35200","42100"
"1625",164313,NA,NA,NA,NA,0.6499,0.2272,0.0186,0.0382,"0.75","0.7608695652","0.5666666667",NA,NA,NA,9889,"3500",0.5158,"27300","21900","24700"
"1626",164368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1627",164438,NA,NA,NA,NA,0.1029,0.1594,0.0072,0.0014,"PrivacySuppressed","PrivacySuppressed",NA,NA,1,12945,NA,"9665",0.2574,NA,NA,NA
"1628",164447,0.4345,NA,0.3675,0.1351,0.4216,0.2512,0.019,0.1045,"0.8538135593","0.8230769231","0.8801498127",0.6757,0.689,19559,NA,"19750",0.5063,"38900","33400","38800"
"1629",164465,0.9583,0.9583,0.875,0.9574,0.4191,0.1239,0.1306,0.1311,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.1384,0.985,17801,NA,"10500",0.219,"56300","35800","51300"
"1630",164474,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1631",164492,0.4263,0.25,0.4211,0.1765,0.7229,0.0794,0.0153,0.0596,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.7757,0.6612,27265,NA,"17500",0.35,"41900","31300","38100"
"1632",164535,NA,NA,NA,NA,0.6136,0.2045,0,0.1136,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.8462,NA,NA,17122,"9500",0.5833,"PrivacySuppressed","PrivacySuppressed","37400"
"1633",164562,0.7198,0.5,0.3636,0.8421,0.6986,0.0483,0.021,0.0711,"0.9717391304","0.9793650794","0.976534296",0.813,0.8287,26350,NA,"25272.5",0.2295,"53600","40100","47200"
"1634",164580,0.9162,0.7833,0.9524,0.8718,0.3863,0.0479,0.1144,0.0973,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.2631,0.9448,30636,NA,"26000",0.1709,"86700","62400","74900"
"1635",164599,NA,NA,NA,NA,0.9,0.0143,0.0286,0.0429,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"7600",0.2651,"PrivacySuppressed","26300","PrivacySuppressed"
"1636",164614,0.3913,NA,NA,NA,0.9178,0.0274,0.0137,0.0411,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.7391,0.4118,23286,NA,"18250",0.5,"PrivacySuppressed","PrivacySuppressed","26100"
"1637",164632,0.6667,0.8,0.4211,0.7222,0.5756,0.1417,0.0146,0.1639,"0.8461538462","0.8489795918","0.895184136",0.6305,0.7721,18951,NA,"18065",0.5425,"41100","34700","37200"
"1638",164641,0.2404,0.8,0.3538,0.3721,0.4116,0.2301,0.065,0.1173,"0.8048780488","0.7843137255","0.7762237762",0.5041,0.8889,26898,NA,"16646",0.5137,"30400","25600","29200"
"1639",164678,NA,NA,NA,NA,0.5197,0.2895,0.0724,0.0987,"0.6159695817","0.602484472","0.6785714286",NA,NA,35849,NA,"8750",0.4981,"39700","35500","36800"
"1640",164720,0.3333,0.3636,0.129,0.2917,0.6937,0.0775,0.0167,0.1018,"0.875","0.919047619","PrivacySuppressed",0.6247,0.6667,29940,NA,"16750",0.4301,"36800","31900","37900"
"1641",164739,0.9156,0.8448,0.7879,0.8723,0.6048,0.0308,0.0847,0.0706,"0.9895437262","PrivacySuppressed","0.9762532982",0.4611,0.9394,31616,NA,"26000",0.1589,"76900","60000","71200"
"1642",164748,0.4839,0.4643,0.2759,0.62,0.3759,0.0538,0.0367,0.0837,"0.9115646259","0.8963210702","0.9453376206",0.4038,0.8359,46351,NA,"18500",0.1665,"30100","19500","27300"
"1643",164775,NA,NA,NA,NA,0.7943,0.0728,0.0171,0.0755,"0.8522727273","0.8356164384","0.8",NA,NA,NA,8877,"7000",0.6233,"27600","24100","27000"
"1644",164845,NA,NA,NA,NA,0.2411,0.4196,0.0223,0.2188,"0.5256410256","0.5461538462","0.7349081365",NA,NA,14301,NA,"7193.5",0.6388,"18800","15700","19200"
"1645",164872,0.1143,0.1429,0,0,0.5114,0.0625,0.0852,0.1676,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,0.6667,36691,NA,"31000",0.2889,"43300","34100","40000"
"1646",164915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1647",164924,0.931,0.8955,0.8065,0.8776,0.6075,0.0401,0.0952,0.1014,"0.9820143885","0.9738784781","0.9824348879",0.3391,0.9605,33464,NA,"19000",0.1335,"66700","54000","62200"
"1648",164933,0.6897,0.6429,0.5,0.5,0.5683,0.0455,0.0653,0.0752,"PrivacySuppressed","0.8166666667","0.8421052632",0.3904,0.8947,43077,NA,"24250",0.178,"27700","18400","24400"
"1649",164988,0.8717,0.8834,0.8348,0.839,0.4564,0.0342,0.1341,0.0971,"0.9706185567","0.9801916933","0.9812699863",0.3451,0.935,34592,NA,"25000",0.1424,"59500","45100","54000"
"1650",165015,0.9707,0.9211,0.8,0.92,0.4853,0.0501,0.1281,0.0686,"0.9444444444","0.9740484429","PrivacySuppressed",0.3522,0.9314,28004,NA,"26750",0.1989,"56800","37800","47300"
"1651",165024,0.5964,0.6087,0.5909,0.4348,0.7828,0.0903,0.0178,0.0596,"0.9187660668","0.91473397","0.9439252336",0.7931,0.8132,NA,17781,"18250",0.2595,"42300","33100","38200"
"1652",165033,NA,NA,NA,NA,0.744,0.0796,0.0188,0.0809,"0.834841629","0.8850931677","0.8770949721",NA,NA,NA,7330,"3500",0.4544,"28200","24200","27500"
"1653",165060,NA,NA,NA,NA,0.7098,0.0694,0.0095,0.0158,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.4737,NA,13581,NA,"19500",0.4238,"59400","55700","57200"
"1654",165112,NA,NA,NA,NA,0.2488,0.2815,0.1011,0.2413,"0.8666666667","0.7321428571","PrivacySuppressed",NA,NA,NA,7240,"5211",0.5082,"32900","27100","30400"
"1655",165167,0.1,0,0,0,0.1728,0.3536,0.0265,0.2787,"0.74375","0.729281768","0.7416666667",NA,0.6071,22101,NA,"15984.5",0.3867,"36800","34300","35200"
"1656",165194,NA,NA,NA,NA,0.7723,0.0544,0.0198,0.0698,"0.7642857143","0.7830188679","0.8702290076",NA,NA,NA,8740,"5500",0.3668,"29600","25700","28100"
"1657",165255,NA,NA,NA,NA,0.7477,0.0315,0.045,0.1532,"PrivacySuppressed","0.797752809","PrivacySuppressed",NA,NA,15740,NA,"5097",0.4615,"29000","26000","30900"
"1658",165264,0.6,NA,0,0,0.5812,0.2787,0.0277,0.0594,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.9048,NA,29243,NA,"19000",0.4026,"55800","47500","54900"
"1659",165334,0.7917,0.7931,0.5833,0.5909,0.6007,0.038,0.0674,0.0598,"0.9725490196","0.9658119658","PrivacySuppressed",0.5403,0.8795,22065,NA,"23798",0.2298,"42800","33900","40700"
"1660",165495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1661",165529,0.4698,0.4286,0.1923,0.4,0.6862,0.0904,0.0169,0.0524,"0.8979591837","0.9151624549","0.9043478261",0.8688,0.7109,30309,NA,"18500",0.2587,"45700","33700","40400"
"1662",165556,NA,NA,NA,NA,0.1538,0.3359,0.0667,0.3385,"0.4995324481","0.4474774555","0.4496761335",NA,NA,14994,NA,"8531",0.7197,"27100","20900","23100"
"1663",165574,0.461,0.2,0.4681,1,0.4857,0.1425,0.0183,0.0565,"0.8284518828","0.8143939394","0.8549019608",0.6866,0.6968,25062,NA,"9500",0.3169,"31000","24900","29600"
"1664",165608,NA,NA,NA,NA,0.85,0.025,0.0625,0.0625,"PrivacySuppressed",NA,NA,0.2848,NA,NA,15049,"8663",0.5579,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1665",165635,NA,NA,NA,NA,0.5413,0.156,0.0505,0.2248,"0.6904761905","0.734375","0.8162393162",NA,NA,21753,NA,"13666",0.6257,"50500","40000","46000"
"1666",165644,0.8226,1,0.4667,0.5714,0.5323,0.223,0.019,0.1328,"0.8846153846","0.9298245614","PrivacySuppressed",0.5287,0.7152,14966,NA,"15750",0.4837,"44900","31400","37400"
"1667",165662,0.7786,0.8421,0.8095,0.7937,0.6657,0.0266,0.0418,0.1017,"0.9752066116","0.9678089304","0.9584352078",0.4918,0.891,37313,NA,"23000",0.1739,"44900","32500","38100"
"1668",165671,0.6744,0.6429,0.8333,0.6053,0.7194,0.0529,0.0346,0.0696,"0.9366602687","0.9205298013","0.9302325581",0.693,0.7864,31767,NA,"23250",0.2224,"45500","35000","42100"
"1669",165699,0.741,0.5,0.75,0.7143,0.8216,0.0302,0.0119,0.0428,"0.9669811321","0.9721627409","0.9627192982",0.7315,0.8347,32895,NA,"22500",0.1729,"46900","39200","44300"
"1670",165705,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1671",165750,NA,NA,NA,NA,0.7049,0.082,0,0.1967,"0.5","0.4905660377","0.6133333333",NA,NA,13879,NA,"6958.5",0.5329,"15900","12800","13700"
"1672",165802,0.3455,0.5,0.25,0.3929,0.317,0.0969,0.0123,0.0944,"0.7931034483","0.7988826816","0.8888888889",0.6557,0.5963,26698,NA,"8250",0.5948,"29600","27400","30300"
"1673",165820,0.5805,0.5833,0.4848,0.4375,0.7458,0.074,0.022,0.096,"0.9444444444","0.9190556492","0.943452381",0.7231,0.7747,NA,13737,"15000",0.3576,"40500","33400","37900"
"1674",165866,0.5318,0.5,0.5185,0.3548,0.7501,0.079,0.0268,0.0945,"0.9549689441","0.9390243902","0.962406015",0.6226,0.745,NA,17801,"15704",0.2956,"45000","34400","39000"
"1675",165884,0.5224,0.4706,0.3827,0.4722,0.3058,0.2913,0.093,0.2045,"0.7427184466","0.8083333333","0.8333333333",NA,NA,16188,NA,"10187.5",0.6701,"37900","31000","35700"
"1676",165936,0.7345,0.6,0.5556,0.619,0.754,0.0382,0.0346,0.0664,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.8837,0.8134,27869,NA,"23250",0.2222,"39700","31400","36200"
"1677",165945,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1678",165981,NA,NA,NA,NA,0.7843,0.0303,0.0389,0.0746,"0.823255814","0.8663101604","0.8521126761",NA,NA,NA,11031,"4400",0.3509,"27900","24300","27100"
"1679",166009,NA,NA,NA,NA,0.7532,0.0649,0.026,0.0779,"PrivacySuppressed","0.7886178862","PrivacySuppressed",NA,NA,74673,NA,"5500",0.4048,"27100","22000","26300"
"1680",166018,0.7425,0.6923,0.8571,0.8276,0.6834,0.0368,0.0228,0.095,"0.9548611111","0.95256917","0.9411764706",0.6664,0.7769,31301,NA,"17500",0.2366,"33900","18600","26600"
"1681",166027,0.9865,0.978,0.9643,0.9758,0.4527,0.0681,0.1801,0.0984,"0.8971193416","0.9492753623","PrivacySuppressed",0.0596,0.9783,14068,NA,"7536",0.1304,"95500","68900","75200"
"1682",166045,NA,NA,NA,NA,1,0,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",0.5,NA,NA,NA
"1683",166054,0.5,NA,NA,0,0.8642,0,0,0.0123,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,1,19598,NA,"11250",0.2717,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1684",166063,NA,NA,NA,NA,0.8148,0,0.037,0.1481,"PrivacySuppressed","PrivacySuppressed","0.7564102564",NA,NA,10182,NA,"PrivacySuppressed",0.7647,"17300","16000","16100"
"1685",166124,0.9464,0.9091,0.8571,0.8769,0.6932,0.0396,0.0497,0.1071,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.4334,0.9388,32149,NA,"27000",0.17,"63100","45800","56700"
"1686",166133,NA,NA,NA,NA,0.6039,0.0632,0.0196,0.2331,"0.7996323529","0.8225","0.8602150538",NA,NA,NA,6807,"4750",0.5237,"29200","23800","27100"
"1687",166294,NA,NA,NA,NA,0.3824,0.2059,0.0294,0.3824,"0.5777777778","PrivacySuppressed","PrivacySuppressed",NA,NA,12494,NA,"5500",0.9459,"16200","15600","19500"
"1688",166319,NA,NA,NA,NA,0.5789,0.3158,0.0263,0.0526,"0.68","PrivacySuppressed","PrivacySuppressed",NA,NA,16098,NA,"6604",0.88,"21000","PrivacySuppressed","16700"
"1689",166328,NA,NA,NA,NA,0.7895,0.1228,0,0.0877,"0.6428571429","PrivacySuppressed","PrivacySuppressed",NA,NA,11487,NA,"7834",0.8873,"19300","14600","14300"
"1690",166391,0.5875,0.4375,0.5652,0.55,0.7446,0.0625,0.0197,0.0874,"0.9425","0.9411764706","0.9225092251",0.7632,0.75,25993,NA,"20250",0.3379,"40700","32200","36400"
"1691",166407,NA,NA,NA,NA,0.6643,0.1025,0.0318,0.0742,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,28913,NA,"20000",0.3245,"59900","60300","63500"
"1692",166452,0.6164,0.5833,0.4,0.5263,0.6833,0.055,0.0365,0.0898,"0.8969465649","0.895140665","0.9520547945",0.7149,0.7603,32123,NA,"19493.5",0.2705,"35100","26700","33000"
"1693",166498,NA,NA,NA,NA,0.8211,0.0316,0.0211,0.0947,"0.6981132075","PrivacySuppressed","PrivacySuppressed",NA,NA,15815,NA,"5770",0.4966,NA,NA,NA
"1694",166513,0.5584,0.5802,0.5079,0.4701,0.6564,0.0595,0.0848,0.0927,"0.9269698911","0.9471830986","PrivacySuppressed",0.6201,0.8435,NA,16798,"19336",0.2884,"50200","38900","45400"
"1695",166586,NA,NA,NA,NA,0.129,0.2258,0,0.6452,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,18379,NA,"5500",0.625,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1696",166595,NA,NA,NA,NA,0.7385,0.0769,0.0769,0.1077,"0.7307692308","0.7183098592","0.5957446809",NA,NA,18663,NA,"5500",0.4694,"23600","12000","13400"
"1697",166601,0.5135,0.3333,0.5714,0.3636,0.5732,0.0976,0.0305,0.2744,"0.6990291262","0.6144578313","0.7356321839",NA,0.6,18816,NA,"10956",0.3448,"32700","26300","33800"
"1698",166629,0.7574,0.7854,0.6898,0.731,0.6793,0.0376,0.0838,0.0486,"0.959056071","0.9592350277","0.9691780822",0.6139,0.8989,NA,18819,"21500",0.2526,"49300","38000","43000"
"1699",166638,0.424,0.45,0.3636,0.3554,0.3864,0.1555,0.1198,0.1264,"0.8752886836","0.9061181435","PrivacySuppressed",0.7077,0.7973,NA,11265,"15695",0.3857,"46000","36600","41100"
"1700",166647,NA,NA,NA,NA,0.4754,0.1629,0.0453,0.1502,"0.8532608696","0.8541666667","0.9127906977",NA,NA,NA,12347,"4750",0.3059,"37400","32100","35900"
"1701",166656,0.6953,0.7484,0.6333,0.7143,0.4194,0.0545,0.25,0.0363,"0.9861676159","0.9864603482","PrivacySuppressed",0.8401,0.8664,34271,NA,"25000",0.2797,"113400","89300","111500"
"1702",166674,0.7041,0.6,0.5556,0.7059,0.6536,0.0298,0.0719,0.0865,"0.9043927649","0.8853503185","PrivacySuppressed",0.7294,0.8907,NA,22594,"23000",0.2656,"34000","25900","30600"
"1703",166683,0.922,0.9522,0.8191,0.8716,0.3677,0.0561,0.246,0.1613,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.0788,0.9865,23547,NA,"14000",0.1826,"89200","77900","87800"
"1704",166692,0.7029,0.75,0.3333,NA,0.8832,0.0237,0.0272,0.0287,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.616,0.8886,NA,15785,"23250",0.1897,"69000","62300","72400"
"1705",166708,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,NA,"12000",NA,"213600","67700","105200"
"1706",166717,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1707",166805,NA,NA,NA,NA,0.5435,0.2717,0,0.087,"0.4722222222","PrivacySuppressed",NA,NA,NA,11855,NA,"8200",0.5588,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1708",166823,NA,NA,NA,NA,0.5559,0.2779,0.0163,0.0708,"0.8571428571","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,7410,"5001",0.4414,"31100","27100","29300"
"1709",166850,0.7301,0.4545,0.5,0.7143,0.6858,0.0325,0.0141,0.0573,"0.9634146341","0.9570957096","0.9653767821",0.7777,0.8325,28773,NA,"20500",0.2313,"55900","42500","48200"
"1710",166869,NA,NA,NA,NA,0.7254,0.0674,0.0933,0.0725,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"25000",0,"PrivacySuppressed","65400","PrivacySuppressed"
"1711",166887,NA,NA,NA,NA,0.5869,0.0724,0.114,0.1839,"0.8454545455","0.8586387435","0.873015873",NA,NA,NA,4611,"3800",0.3439,"34300","28500","30400"
"1712",166911,0.5507,0,NA,0.3333,0.6553,0.05,0.0158,0.0684,"PrivacySuppressed","PrivacySuppressed","0.8461538462",NA,0.7745,24652,NA,"25000",0.4101,"31500","21600","23400"
"1713",166939,0.811,0.7857,0.7619,0.7742,0.466,0.0615,0.1023,0.0773,"0.9428571429","0.9395465995","PrivacySuppressed",0.547,0.9061,27322,NA,"19968",0.1947,"44100","30100","40400"
"1714",166948,0.4226,0.4286,0.3833,0.3462,0.5891,0.1085,0.0248,0.1109,"0.880239521","PrivacySuppressed","PrivacySuppressed",0.6849,0.6756,26906,NA,"20000",0.3778,"34600","30200","34300"
"1715",166957,NA,NA,NA,NA,0.6957,0.0772,0.0206,0.1486,"0.8626506024","0.820441989","0.7846715328",NA,NA,NA,7920,"4181",0.4759,"29800","26000","28000"
"1716",166975,NA,NA,NA,NA,0.5482,0.0843,0.0422,0.0723,"0.9045643154","0.8864468864","0.935483871",NA,NA,22346,NA,"7917",0.8321,"32300","29800","29200"
"1717",166984,0.4444,0.4,0.75,0.6923,0.4952,0.0322,0.0354,0.135,"0.8823529412","0.869047619","PrivacySuppressed",0.9035,0.8704,37241,NA,"17875",0.25,"27300","21400","25800"
"1718",167020,NA,NA,NA,NA,0.0824,0.4706,0.0353,0.2706,"0.460555973","0.3821138211","0.5079497908",NA,NA,19742,NA,"9500",0.7342,"26500","20700","24700"
"1719",167039,NA,NA,NA,NA,0.75,0.1,0,0.15,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,15414,NA,"6881.5",0.55,"13800","16500","PrivacySuppressed"
"1720",167057,0.8056,1,0.8333,0.6667,0.4036,0.0154,0.1054,0.0437,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.2914,0.9247,40060,NA,"25375",0.1578,"28000","25600","25300"
"1721",167093,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"85100","88300","93100"
"1722",167181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"1723",167215,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,NA,"1000",NA,"64500","55800","60600"
"1724",167224,NA,NA,NA,NA,0.8154,0.0154,0.0462,0.0615,"PrivacySuppressed","0.7272727273","0.8461538462",0.9405,NA,42805,NA,"12000",0.1944,"30200","18700","23700"
"1725",167251,0.4527,0.3889,0.26,0.2692,0.3731,0.3594,0.0563,0.1401,"0.9157303371","0.873015873","0.83",0.7026,0.5945,22661,NA,"16000",0.5426,"35800","30900","32600"
"1726",167260,0.509,0.25,0.2667,0.4118,0.8117,0.0602,0.0145,0.0678,"0.9144542773","0.8642533937","PrivacySuppressed",0.7628,0.7082,26494,NA,"14750",0.3216,"48400","35100","39100"
"1727",167288,0.5358,NA,0.381,0.375,0.7594,0.0936,0.0171,0.0725,"0.9401913876","0.9105960265","PrivacySuppressed",0.7227,0.7823,NA,14884,"17930",0.4623,"34800","25700","30700"
"1728",167297,NA,NA,NA,NA,0.8636,0.0519,0.026,0.0195,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,33187,NA,"10449",0.2324,"32700","33100","30600"
"1729",167312,NA,NA,NA,NA,0.586,0.098,0.0432,0.2321,"0.8421052632","0.8791208791","0.9035087719",NA,NA,NA,8150,"5250",0.4566,"30400","26100","30100"
"1730",167321,0.3505,0,0.2727,0.4444,0.2054,0.0739,0.0234,0.1784,"0.7660311958","0.7821782178","0.8880952381",NA,0.5421,28608,NA,"15834",0.534,"34900","25900","31700"
"1731",167358,0.8288,0.86,0.7034,0.7635,0.4913,0.0336,0.1092,0.0675,"0.9647665425","0.9656106147","0.9682380475",0.3222,0.9619,32715,NA,"25000",0.1321,"61700","49000","57700"
"1732",167376,NA,NA,NA,NA,0.5125,0.0407,0.0187,0.3931,"0.7863013699","0.7945736434","0.8341463415",NA,NA,NA,8047,"5250",0.5992,"30400","26300","28500"
"1733",167394,0.8299,NA,0.5455,0.7586,0.5202,0.0734,0.0269,0.0876,"0.9009584665","0.9069767442","0.8995983936",0.7897,0.8556,20813,NA,"23000",0.4298,"44300","38700","41000"
"1734",167455,0.4091,0.1111,0.3276,0.2143,0.0673,0.2768,0.0249,0.1621,"0.5979381443","0.7469879518","0.8356164384",0.6784,0.7049,16376,NA,"9500",0.5719,"33400","28100","29900"
"1735",167464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",167525,NA,NA,NA,NA,0.4643,0.2473,0.0681,0.0601,"0.8452830189","0.8079096045","0.9028571429",NA,NA,NA,12122,"6000",0.3833,"37400","34600","38100"
"1737",167534,NA,NA,NA,NA,0.5731,0.1277,0.0424,0.1726,"0.8460144928","0.8661417323","0.8545454545",NA,NA,NA,7221,"5500",0.486,"33300","25900","29500"
"1738",167598,0.4951,0.6,0.4167,0.3684,0.4726,0.2007,0.0643,0.1046,"0.9142857143","0.94","PrivacySuppressed",0.7591,0.8383,21945,NA,"23250",0.3468,"41700","40800","43200"
"1739",167631,NA,NA,NA,NA,0.05,0.6882,0.0175,0.168,NA,NA,NA,NA,NA,NA,6611,"PrivacySuppressed",0.6028,"33100","28300","29100"
"1740",167677,NA,NA,NA,NA,0.7857,0,0.1071,0,NA,NA,"PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",0,NA,NA,NA
"1741",167729,0.4698,0.4468,0.434,0.4522,0.6843,0.0879,0.0325,0.1173,"0.9269340974","0.8813160987","0.9089456869",0.7057,0.811,NA,15762,"19000",0.334,"40400","33200","38100"
"1742",167738,NA,NA,NA,NA,0.5614,0.0939,0.0108,0.3087,"0.5616438356","0.5571007164","0.6241418764",NA,NA,24504,NA,"7927",0.7947,"28900","22200","24700"
"1743",167783,0.651,0.7917,0.8,0.7059,0.6752,0.0601,0.0964,0.0626,"0.962697274","0.9634920635","0.9696356275",0.5216,0.8639,27525,NA,"25000",0.2575,"50700","42500","49600"
"1744",167792,0.5588,1,0.4667,0.8,0.5201,0.0557,0.0588,0.0248,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.8939,0.7986,27946,NA,"14000",0.3255,"33700","20900","25800"
"1745",167835,0.8522,0.9028,0.9032,0.8293,0.4604,0.0476,0.1303,0.0933,"0.9413333333","0.9375886525","0.9553903346",0.4221,0.9378,27406,NA,"19000",0.2222,"44400","32200","38400"
"1746",167871,NA,NA,NA,NA,0.5984,0.2131,0.0164,0.082,"0.824","0.6810344828","0.7922077922",0.7125,NA,NA,12181,"5500",0.6861,"33300","37200","35800"
"1747",167899,0.7146,0.8,0.4231,0.4737,0.8305,0.0463,0.008,0.0501,"0.8669856459","0.8235294118","0.8528399312",0.7087,0.8314,27466,NA,"20500",0.2336,"43800","36400","40100"
"1748",167905,NA,NA,NA,NA,0.4999,0.1562,0.0325,0.271,"0.8425925926","0.8493150685","0.8620689655",NA,NA,NA,8754,"4308.5",0.5618,"30300","24700","27600"
